,rank,rank_last_week,weeks_on_list,asterisk,dagger,primary_isbn10,primary_isbn13,publisher,description,price,title,author,contributor,contributor_note,book_image,book_image_width,book_image_height,amazon_product_url,age_group,book_review_link,first_chapter_link,sunday_review_link,article_chapter_link,isbns,buy_links,book_uri,bestsellers_date,display_name,list_name,list_name_encoded,published_date,updated
10,11,10,6,0,0,1538719673,9781538719671,Grand Central,"Aloysius Archer, a World War II veteran, seeks to apprentice with Willie Dash, a private eye, in a corrupt California town.",0.00,A GAMBLING MAN,David Baldacci,by David Baldacci,,https://storage.googleapis.com/du-prd/books/images/9781538719671.jpg,331,500,https://www.amazon.com/dp/1538719673?tag=NYTBSREV-20,,,,,,"[{'isbn10': '1538719673', 'isbn13': '9781538719671'}, {'isbn10': '1538719649', 'isbn13': '9781538719640'}, {'isbn10': '1549160583', 'isbn13': '9781549160585'}, {'isbn10': '1549160575', 'isbn13': '9781549160578'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/1538719673?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/buy?title=A+GAMBLING+MAN&author=David+Baldacci'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781538719671'}, {'name': 'Books-A-Million', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fp%252FA%252BGAMBLING%252BMAN%252FDavid%252BBaldacci%252F9781538719671&url2=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fsearch%253Fquery%253DA%252BGAMBLING%252BMAN%252BDavid%252BBaldacci'}, {'name': 'Bookshop', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fbookshop.org%2Fa%2F3546%2F9781538719671&url2=https%3A%2F%2Fbookshop.org%2Fbooks%3Fkeywords%3DA%2BGAMBLING%2BMAN'}, {'name': 'IndieBound', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.indiebound.org%2Fbook%2F9781538719671%3Faff%3DNYT&url2=https%3A%2F%2Fwww.indiebound.org%2Fsearch%2Fbook%3Fkeys%3DA%2BGAMBLING%2BMAN%2BDavid%2BBaldacci%26aff%3DNYT'}]",nyt://book/011539d9-57f1-5254-81e9-4b8116c7dfde,2021-05-29,Hardcover Fiction,Hardcover Fiction,hardcover-fiction,2021-06-13,WEEKLY
11,12,9,17,0,0,1250178606,9781250178602,St. Martin's,"As dust storms roll during the Great Depression, Elsa must choose between saving the family and farm or heading West.",0.00,THE FOUR WINDS,Kristin Hannah,by Kristin Hannah,,https://storage.googleapis.com/du-prd/books/images/9781250178602.jpg,329,500,https://www.amazon.com/dp/1250178606?tag=NYTBSREV-20,,,,,,"[{'isbn10': '1250178606', 'isbn13': '9781250178602'}, {'isbn10': '1250178622', 'isbn13': '9781250178626'}, {'isbn10': '1250317258', 'isbn13': '9781250317254'}, {'isbn10': '1643588230', 'isbn13': '9781643588230'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/1250178606?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/buy?title=THE+FOUR+WINDS&author=Kristin+Hannah'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781250178602'}, {'name': 'Books-A-Million', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fp%252FTHE%252BFOUR%252BWINDS%252FKristin%252BHannah%252F9781250178602&url2=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fsearch%253Fquery%253DTHE%252BFOUR%252BWINDS%252BKristin%252BHannah'}, {'name': 'Bookshop', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fbookshop.org%2Fa%2F3546%2F9781250178602&url2=https%3A%2F%2Fbookshop.org%2Fbooks%3Fkeywords%3DTHE%2BFOUR%2BWINDS'}, {'name': 'IndieBound', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.indiebound.org%2Fbook%2F9781250178602%3Faff%3DNYT&url2=https%3A%2F%2Fwww.indiebound.org%2Fsearch%2Fbook%3Fkeys%3DTHE%2BFOUR%2BWINDS%2BKristin%2BHannah%26aff%3DNYT'}]",nyt://book/c34834c6-f957-5b0b-8fd7-abd9c35eebed,2021-05-29,Hardcover Fiction,Hardcover Fiction,hardcover-fiction,2021-06-13,WEEKLY
12,13,11,31,0,0,0765387565,9780765387561,Tor/Forge,A Faustian bargain comes with a curse that affects the adventure Addie LaRue has across centuries.,0.00,THE INVISIBLE LIFE OF ADDIE LARUE,V.E. Schwab,by V.E. Schwab,,https://storage.googleapis.com/du-prd/books/images/9780765387561.jpg,331,500,https://www.amazon.com/dp/0765387565?tag=NYTBSREV-20,,,,,,"[{'isbn10': '0765387565', 'isbn13': '9780765387561'}, {'isbn10': '1250793971', 'isbn13': '9781250793997'}, {'isbn10': '1250793998', 'isbn13': '9781250795182'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/0765387565?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/buy?title=THE+INVISIBLE+LIFE+OF+ADDIE+LARUE&author=V.E.+Schwab'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780765387561'}, {'name': 'Books-A-Million', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fp%252FTHE%252BINVISIBLE%252BLIFE%252BOF%252BADDIE%252BLARUE%252FV.E.%252BSchwab%252F9780765387561&url2=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fsearch%253Fquery%253DTHE%252BINVISIBLE%252BLIFE%252BOF%252BADDIE%252BLARUE%252BV.E.%252BSchwab'}, {'name': 'Bookshop', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fbookshop.org%2Fa%2F3546%2F9780765387561&url2=https%3A%2F%2Fbookshop.org%2Fbooks%3Fkeywords%3DTHE%2BINVISIBLE%2BLIFE%2BOF%2BADDIE%2BLARUE'}, {'name': 'IndieBound', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.indiebound.org%2Fbook%2F9780765387561%3Faff%3DNYT&url2=https%3A%2F%2Fwww.indiebound.org%2Fsearch%2Fbook%3Fkeys%3DTHE%2BINVISIBLE%2BLIFE%2BOF%2BADDIE%2BLARUE%2BV.E.%2BSchwab%26aff%3DNYT'}]",nyt://book/c9bf2d03-7b78-58d8-a9d7-a9b897d08427,2021-05-29,Hardcover Fiction,Hardcover Fiction,hardcover-fiction,2021-06-13,WEEKLY
13,14,0,49,0,0,0525536299,9780525536291,Riverhead,The lives of twin sisters who run away from a Southern Black community at age 16 diverge as one returns and the other takes on a different racial identity but their fates intertwine.,0.00,THE VANISHING HALF,Brit Bennett,by Brit Bennett,,https://storage.googleapis.com/du-prd/books/images/9780525536291.jpg,331,500,https://www.amazon.com/dp/0525536299?tag=NYTBSREV-20,,,,,,"[{'isbn10': '0525536299', 'isbn13': '9780525536291'}, {'isbn10': '0593329430', 'isbn13': '9780593329436'}, {'isbn10': '0593416961', 'isbn13': '9780593416969'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/0525536299?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/buy?title=THE+VANISHING+HALF&author=Brit+Bennett'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780525536291'}, {'name': 'Books-A-Million', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fp%252FTHE%252BVANISHING%252BHALF%252FBrit%252BBennett%252F9780525536291&url2=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fsearch%253Fquery%253DTHE%252BVANISHING%252BHALF%252BBrit%252BBennett'}, {'name': 'Bookshop', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fbookshop.org%2Fa%2F3546%2F9780525536291&url2=https%3A%2F%2Fbookshop.org%2Fbooks%3Fkeywords%3DTHE%2BVANISHING%2BHALF'}, {'name': 'IndieBound', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.indiebound.org%2Fbook%2F9780525536291%3Faff%3DNYT&url2=https%3A%2F%2Fwww.indiebound.org%2Fsearch%2Fbook%3Fkeys%3DTHE%2BVANISHING%2BHALF%2BBrit%2BBennett%26aff%3DNYT'}]",nyt://book/6db17f1d-4bd0-562a-80ef-efa2a272cf64,2021-05-29,Hardcover Fiction,Hardcover Fiction,hardcover-fiction,2021-06-13,WEEKLY
14,15,12,3,0,0,0316530239,9780316530231,"Little, Brown","The second book in the Charlie and Margaret Marder Mystery series. Attorney General Robert Kennedy asks the Marders to look into a threat, which brings them into contact with the Rat Pack and the Church of Scientology.",0.00,THE DEVIL MAY DANCE,Jake Tapper,by Jake Tapper,,https://storage.googleapis.com/du-prd/books/images/9780316530231.jpg,323,500,https://www.amazon.com/dp/0316530239?tag=NYTBSREV-20,,,,,,"[{'isbn10': '0316530239', 'isbn13': '9780316530231'}, {'isbn10': '0316530255', 'isbn13': '9780316530255'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/0316530239?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/buy?title=THE+DEVIL+MAY+DANCE&author=Jake+Tapper'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780316530231'}, {'name': 'Books-A-Million', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fp%252FTHE%252BDEVIL%252BMAY%252BDANCE%252FJake%252BTapper%252F9780316530231&url2=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fsearch%253Fquery%253DTHE%252BDEVIL%252BMAY%252BDANCE%252BJake%252BTapper'}, {'name': 'Bookshop', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fbookshop.org%2Fa%2F3546%2F9780316530231&url2=https%3A%2F%2Fbookshop.org%2Fbooks%3Fkeywords%3DTHE%2BDEVIL%2BMAY%2BDANCE'}, {'name': 'IndieBound', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.indiebound.org%2Fbook%2F9780316530231%3Faff%3DNYT&url2=https%3A%2F%2Fwww.indiebound.org%2Fsearch%2Fbook%3Fkeys%3DTHE%2BDEVIL%2BMAY%2BDANCE%2BJake%2BTapper%26aff%3DNYT'}]",nyt://book/9fb2a8c7-9d97-50e5-8107-bf0e35e82b10,2021-05-29,Hardcover Fiction,Hardcover Fiction,hardcover-fiction,2021-06-13,WEEKLY
15,1,2,4,0,0,0385547684,9780385547680,Doubleday,Samuel Sooleymon receives a basketball scholarship to North Carolina Central and determines to bring his family over from a civil war-ravaged South Sudan.,0.00,SOOLEY,John Grisham,by John Grisham,,https://storage.googleapis.com/du-prd/books/images/9780385547680.jpg,342,500,https://www.amazon.com/dp/0385547684?tag=NYTBSREV-20,,,,,,"[{'isbn10': '0385547684', 'isbn13': '9780385547680'}, {'isbn10': '0385547714', 'isbn13': '9780385547710'}, {'isbn10': '0593459288', 'isbn13': '9780593459287'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/0385547684?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/buy?title=SOOLEY&author=John+Grisham'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780385547680'}, {'name': 'Books-A-Million', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fp%252FSOOLEY%252FJohn%252BGrisham%252F9780385547680&url2=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fsearch%253Fquery%253DSOOLEY%252BJohn%252BGrisham'}, {'name': 'Bookshop', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fbookshop.org%2Fa%2F3546%2F9780385547680&url2=https%3A%2F%2Fbookshop.org%2Fbooks%3Fkeywords%3DSOOLEY'}, {'name': 'IndieBound', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.indiebound.org%2Fbook%2F9780385547680%3Faff%3DNYT&url2=https%3A%2F%2Fwww.indiebound.org%2Fsearch%2Fbook%3Fkeys%3DSOOLEY%2BJohn%2BGrisham%26aff%3DNYT'}]",nyt://book/010af0b7-2a30-598f-97f5-1ed63c3426e1,2021-05-22,Hardcover Fiction,Hardcover Fiction,hardcover-fiction,2021-06-06,WEEKLY
16,2,8,3,0,0,1501171348,9781501171345,Simon & Schuster,Hannah Hall discovers truths about her missing husband and bonds with his daughter from a previous relationship.,0.00,THE LAST THING HE TOLD ME,Laura Dave,by Laura Dave,,https://storage.googleapis.com/du-prd/books/images/9781501171345.jpg,331,500,https://www.amazon.com/dp/1501171348?tag=NYTBSREV-20,,,,,,"[{'isbn10': '1501171348', 'isbn13': '9781501171345'}, {'isbn10': '1501171364', 'isbn13': '9781501171369'}, {'isbn10': '1797124749', 'isbn13': '9781797124742'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/1501171348?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/buy?title=THE+LAST+THING+HE+TOLD+ME&author=Laura+Dave'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781501171345'}, {'name': 'Books-A-Million', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fp%252FTHE%252BLAST%252BTHING%252BHE%252BTOLD%252BME%252FLaura%252BDave%252F9781501171345&url2=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fsearch%253Fquery%253DTHE%252BLAST%252BTHING%252BHE%252BTOLD%252BME%252BLaura%252BDave'}, {'name': 'Bookshop', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fbookshop.org%2Fa%2F3546%2F9781501171345&url2=https%3A%2F%2Fbookshop.org%2Fbooks%3Fkeywords%3DTHE%2BLAST%2BTHING%2BHE%2BTOLD%2BME'}, {'name': 'IndieBound', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.indiebound.org%2Fbook%2F9781501171345%3Faff%3DNYT&url2=https%3A%2F%2Fwww.indiebound.org%2Fsearch%2Fbook%3Fkeys%3DTHE%2BLAST%2BTHING%2BHE%2BTOLD%2BME%2BLaura%2BDave%26aff%3DNYT'}]",nyt://book/b38ae769-e873-5272-bb5a-c58a35162db1,2021-05-22,Hardcover Fiction,Hardcover Fiction,hardcover-fiction,2021-06-06,WEEKLY
17,3,6,3,0,0,0593135202,9780593135204,Ballantine,"Ryland Grace awakes from a long sleep alone and far from home, and the fate of humanity rests on his shoulders.",0.00,PROJECT HAIL MARY,Andy Weir,by Andy Weir,,https://storage.googleapis.com/du-prd/books/images/9780593135204.jpg,331,500,https://www.amazon.com/dp/0593135202?tag=NYTBSREV-20,,https://www.nytimes.com/2021/05/04/books/review/andy-weir-project-hail-mary.html,,,,"[{'isbn10': '0593135202', 'isbn13': '9780593135204'}, {'isbn10': '0593135210', 'isbn13': '9780593135211'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/0593135202?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/buy?title=PROJECT+HAIL+MARY&author=Andy+Weir'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780593135204'}, {'name': 'Books-A-Million', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fp%252FPROJECT%252BHAIL%252BMARY%252FAndy%252BWeir%252F9780593135204&url2=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fsearch%253Fquery%253DPROJECT%252BHAIL%252BMARY%252BAndy%252BWeir'}, {'name': 'Bookshop', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fbookshop.org%2Fa%2F3546%2F9780593135204&url2=https%3A%2F%2Fbookshop.org%2Fbooks%3Fkeywords%3DPROJECT%2BHAIL%2BMARY'}, {'name': 'IndieBound', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.indiebound.org%2Fbook%2F9780593135204%3Faff%3DNYT&url2=https%3A%2F%2Fwww.indiebound.org%2Fsearch%2Fbook%3Fkeys%3DPROJECT%2BHAIL%2BMARY%2BAndy%2BWeir%26aff%3DNYT'}]",nyt://book/36c6314a-7962-511c-b4c8-7927200740af,2021-05-22,Hardcover Fiction,Hardcover Fiction,hardcover-fiction,2021-06-06,WEEKLY
18,4,1,2,0,0,0385546572,9780385546577,Doubleday,"When Justice Wynn slips into a coma, his law clerk, Avery Keene, must unravel the clues of a controversial case.",0.00,WHILE JUSTICE SLEEPS,Stacey Abrams,by Stacey Abrams,,https://storage.googleapis.com/du-prd/books/images/9780385546577.jpg,333,500,https://www.amazon.com/dp/0385546572?tag=NYTBSREV-20,,,,,,"[{'isbn10': '0385546572', 'isbn13': '9780385546577'}, {'isbn10': '0593501764', 'isbn13': '9780593501764'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/0385546572?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/buy?title=WHILE+JUSTICE+SLEEPS&author=Stacey+Abrams'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780385546577'}, {'name': 'Books-A-Million', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fp%252FWHILE%252BJUSTICE%252BSLEEPS%252FStacey%252BAbrams%252F9780385546577&url2=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fsearch%253Fquery%253DWHILE%252BJUSTICE%252BSLEEPS%252BStacey%252BAbrams'}, {'name': 'Bookshop', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fbookshop.org%2Fa%2F3546%2F9780385546577&url2=https%3A%2F%2Fbookshop.org%2Fbooks%3Fkeywords%3DWHILE%2BJUSTICE%2BSLEEPS'}, {'name': 'IndieBound', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.indiebound.org%2Fbook%2F9780385546577%3Faff%3DNYT&url2=https%3A%2F%2Fwww.indiebound.org%2Fsearch%2Fbook%3Fkeys%3DWHILE%2BJUSTICE%2BSLEEPS%2BStacey%2BAbrams%26aff%3DNYT'}]",nyt://book/cef54ed8-224a-5c72-989c-96b413c287d0,2021-05-22,Hardcover Fiction,Hardcover Fiction,hardcover-fiction,2021-06-06,WEEKLY
19,5,3,3,0,0,031649934X,9780316499347,"Little, Brown",The 21st book in the Women’s Murder Club series. New evidence changes the investigation of a missing mother.,0.00,21ST BIRTHDAY,James Patterson and Maxine Paetro,by James Patterson and Maxine Paetro,,https://storage.googleapis.com/du-prd/books/images/9780316499347.jpg,324,500,https://www.amazon.com/dp/031649934X?tag=NYTBSREV-20,,,,,,"[{'isbn10': '031649934X', 'isbn13': '9780316499347'}, {'isbn10': '0759555699', 'isbn13': '9780759555693'}, {'isbn10': '0316499366', 'isbn13': '9780316499361'}, {'isbn10': '1549135457', 'isbn13': '9781549135453'}, {'isbn10': '1549135449', 'isbn13': '9781549135446'}, {'isbn10': '1549112619', 'isbn13': '9781549112614'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/031649934X?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/buy?title=21ST+BIRTHDAY&author=James+Patterson+and+Maxine+Paetro'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780316499347'}, {'name': 'Books-A-Million', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fp%252F21ST%252BBIRTHDAY%252FJames%252BPatterson%252Band%252BMaxine%252BPaetro%252F9780316499347&url2=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fsearch%253Fquery%253D21ST%252BBIRTHDAY%252BJames%252BPatterson%252Band%252BMaxine%252BPaetro'}, {'name': 'Bookshop', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fbookshop.org%2Fa%2F3546%2F9780316499347&url2=https%3A%2F%2Fbookshop.org%2Fbooks%3Fkeywords%3D21ST%2BBIRTHDAY'}, {'name': 'IndieBound', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.indiebound.org%2Fbook%2F9780316499347%3Faff%3DNYT&url2=https%3A%2F%2Fwww.indiebound.org%2Fsearch%2Fbook%3Fkeys%3D21ST%2BBIRTHDAY%2BJames%2BPatterson%2Band%2BMaxine%2BPaetro%26aff%3DNYT'}]",nyt://book/aa2486a9-4ecb-5f14-8cd9-4f501581f2ee,2021-05-22,Hardcover Fiction,Hardcover Fiction,hardcover-fiction,2021-06-06,WEEKLY
20,6,4,8,0,0,059346527X,9780593465271,Viking,"The poem read on President Joe Biden's Inauguration Day, by the youngest poet to write and perform an inaugural poem.",0.00,THE HILL WE CLIMB,Amanda Gorman,by Amanda Gorman,,https://storage.googleapis.com/du-prd/books/images/9780593465271.jpg,362,500,https://www.amazon.com/dp/059346527X?tag=NYTBSREV-20,,,,,,"[{'isbn10': '059346527X', 'isbn13': '9780593465271'}, {'isbn10': '0593465288', 'isbn13': '9780593465288'}, {'isbn10': '1644734362', 'isbn13': '9781644734360'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/059346527X?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/buy?title=THE+HILL+WE+CLIMB&author=Amanda+Gorman'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780593465271'}, {'name': 'Books-A-Million', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fp%252FTHE%252BHILL%252BWE%252BCLIMB%252FAmanda%252BGorman%252F9780593465271&url2=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fsearch%253Fquery%253DTHE%252BHILL%252BWE%252BCLIMB%252BAmanda%252BGorman'}, {'name': 'Bookshop', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fbookshop.org%2Fa%2F3546%2F9780593465271&url2=https%3A%2F%2Fbookshop.org%2Fbooks%3Fkeywords%3DTHE%2BHILL%2BWE%2BCLIMB'}, {'name': 'IndieBound', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.indiebound.org%2Fbook%2F9780593465271%3Faff%3DNYT&url2=https%3A%2F%2Fwww.indiebound.org%2Fsearch%2Fbook%3Fkeys%3DTHE%2BHILL%2BWE%2BCLIMB%2BAmanda%2BGorman%26aff%3DNYT'}]",nyt://book/a95afb91-235c-578c-847a-a98d0af7b6a0,2021-05-22,Hardcover Fiction,Hardcover Fiction,hardcover-fiction,2021-06-06,WEEKLY
